"DateTime";"Players";"Average Players"
"2023-08-28 00:00:00";33619;24025
"2023-08-29 00:00:00";33450;23442
"2023-08-30 00:00:00";32412;23101
"2023-08-31 00:00:00";31322;22210
"2023-09-01 00:00:00";32617;22668
"2023-09-02 00:00:00";37065;27390
"2023-09-03 00:00:00";37504;28538
"2023-09-04 00:00:00";32509;23793
"2023-09-05 00:00:00";30036;21136
"2023-09-06 00:00:00";28779;19613
"2023-09-07 00:00:00";28899;19727
"2023-09-08 00:00:00";30655;20758
"2023-09-09 00:00:00";35489;26257
"2023-09-10 00:00:00";36531;27470
"2023-09-11 00:00:00";28897;20116
"2023-09-12 00:00:00";28315;19443
"2023-09-13 00:00:00";28317;19273
"2023-09-14 00:00:00";27549;18938
"2023-09-15 00:00:00";29593;20139
"2023-09-16 00:00:00";35065;25726
"2023-09-17 00:00:00";36276;26890
"2023-09-18 00:00:00";28025;19623
"2023-09-19 00:00:00";27380;18646
"2023-09-20 00:00:00";26954;18403
"2023-09-21 00:00:00";26641;18012
"2023-09-22 00:00:00";28182;19161
"2023-09-23 00:00:00";34020;24645
"2023-09-24 00:00:00";33765;25434
"2023-09-25 00:00:00";26551;18586
"2023-09-26 00:00:00";25803;17612
"2023-09-27 00:00:00";25405;17567
"2023-09-28 00:00:00";24201;17603
"2023-09-29 00:00:00";24880;19165
"2023-09-30 00:00:00";29925;23012
"2023-10-01 00:00:00";31514;24096
"2023-10-02 00:00:00";24532;19776
"2023-10-03 00:00:00";25344;19292
"2023-10-04 00:00:00";24653;18545
"2023-10-05 00:00:00";24910;18719
"2023-10-06 00:00:00";35366;23969
"2023-10-07 00:00:00";49133;32245
"2023-10-08 00:00:00";56348;37106
"2023-10-09 00:00:00";50167;32325
"2023-10-10 00:00:00";50318;30510
"2023-10-11 00:00:00";50566;30655
"2023-10-12 00:00:00";53336;32093
"2023-10-13 00:00:00";56180;35033
"2023-10-14 00:00:00";66989;44618
"2023-10-15 00:00:00";66860;46474
"2023-10-16 00:00:00";57215;34471
"2023-10-17 00:00:00";58179;34405
"2023-10-18 00:00:00";57859;34408
"2023-10-19 00:00:00";58366;34772
"2023-10-20 00:00:00";60850;37460
"2023-10-21 00:00:00";67628;46097
"2023-10-22 00:00:00";66060;46204
"2023-10-23 00:00:00";55129;33427
"2023-10-24 00:00:00";53871;32084
"2023-10-25 00:00:00";52617;31686
"2023-10-26 00:00:00";50997;30795
"2023-10-27 00:00:00";52742;32424
"2023-10-28 00:00:00";57416;39551
"2023-10-29 00:00:00";56747;40047
"2023-10-30 00:00:00";46785;29276
"2023-10-31 00:00:00";45790;27905
"2023-11-01 00:00:00";46531;28285
"2023-11-02 00:00:00";45364;28340
"2023-11-03 00:00:00";45831;29409
"2023-11-04 00:00:00";51749;36115
"2023-11-05 00:00:00";50175;36373
"2023-11-06 00:00:00";41134;26442
"2023-11-07 00:00:00";39764;25444
"2023-11-08 00:00:00";38176;24494
"2023-11-09 00:00:00";38081;24285
"2023-11-10 00:00:00";40600;26874
"2023-11-11 00:00:00";46949;33268
"2023-11-12 00:00:00";46493;33984
"2023-11-13 00:00:00";36340;24617
"2023-11-14 00:00:00";36264;23762
"2023-11-15 00:00:00";35954;23374
"2023-11-16 00:00:00";34647;22862
"2023-11-17 00:00:00";37405;24583
"2023-11-18 00:00:00";44309;31494
"2023-11-19 00:00:00";43263;31678
"2023-11-20 00:00:00";34873;23738
"2023-11-21 00:00:00";34036;23078
"2023-11-22 00:00:00";34047;23012
"2023-11-23 00:00:00";34137;23660
"2023-11-24 00:00:00";36457;25063
"2023-11-25 00:00:00";41795;30868
"2023-11-26 00:00:00";41982;31618
"2023-11-27 00:00:00";33247;22973
"2023-11-28 00:00:00";33284;22428
"2023-11-29 00:00:00";33865;22582
"2023-11-30 00:00:00";33569;22453
"2023-12-01 00:00:00";36010;23865
"2023-12-02 00:00:00";42363;30833
"2023-12-03 00:00:00";42426;31892
"2023-12-04 00:00:00";33772;23302
"2023-12-05 00:00:00";33102;22430
"2023-12-06 00:00:00";32972;22368
"2023-12-07 00:00:00";32070;21992
"2023-12-08 00:00:00";34537;23224
"2023-12-09 00:00:00";40064;29280
"2023-12-10 00:00:00";40412;30486
"2023-12-11 00:00:00";32305;22869
"2023-12-12 00:00:00";32333;22208
"2023-12-13 00:00:00";32279;22243
"2023-12-14 00:00:00";31960;21995
"2023-12-15 00:00:00";33792;23619
"2023-12-16 00:00:00";40314;29379
"2023-12-17 00:00:00";39838;30610
"2023-12-18 00:00:00";32350;23804
"2023-12-19 00:00:00";33050;23708
"2023-12-20 00:00:00";32553;23661
"2023-12-21 00:00:00";33238;24470
"2023-12-22 00:00:00";49535;33140
"2023-12-23 00:00:00";62541;44063
"2023-12-24 00:00:00";66839;46358
"2023-12-25 00:00:00";69040;44288
"2023-12-26 00:00:00";75594;49216
"2023-12-27 00:00:00";77347;51217
"2023-12-28 00:00:00";79952;53321
"2023-12-29 00:00:00";83198;57335
"2023-12-30 00:00:00";88431;64752
"2023-12-31 00:00:00";85441;63875
"2024-01-01 00:00:00";87674;64776
"2024-01-02 00:00:00";89709;61689
"2024-01-03 00:00:00";89888;60909
"2024-01-04 00:00:00";89164;60817
"2024-01-05 00:00:00";92205;63169
"2024-01-06 00:00:00";99048;72721
"2024-01-07 00:00:00";95996;72883
"2024-01-08 00:00:00";79078;56243
"2024-01-09 00:00:00";77031;53234
"2024-01-10 00:00:00";73223;50764
"2024-01-11 00:00:00";70021;48041
"2024-01-12 00:00:00";75076;52086
"2024-01-13 00:00:00";86800;64407
"2024-01-14 00:00:00";86531;66318
"2024-01-15 00:00:00";70948;53838
"2024-01-16 00:00:00";70398;51611
"2024-01-17 00:00:00";70986;50335
"2024-01-18 00:00:00";69666;49395
"2024-01-19 00:00:00";72507;51672
"2024-01-20 00:00:00";82851;61567
"2024-01-21 00:00:00";81742;62363
"2024-01-22 00:00:00";63455;46747
"2024-01-23 00:00:00";61464;44506
"2024-01-24 00:00:00";59960;42938
"2024-01-25 00:00:00";57939;41720
"2024-01-26 00:00:00";59192;43345
"2024-01-27 00:00:00";70061;52729
"2024-01-28 00:00:00";71308;54617
"2024-01-29 00:00:00";55455;41863
"2024-01-30 00:00:00";55391;40632
"2024-01-31 00:00:00";54017;39787
"2024-02-01 00:00:00";51809;39019
"2024-02-02 00:00:00";55152;40993
"2024-02-03 00:00:00";65363;50151
"2024-02-04 00:00:00";68094;52116
"2024-02-05 00:00:00";51567;40959
"2024-02-06 00:00:00";49623;38937
"2024-02-07 00:00:00";48911;38303
"2024-02-08 00:00:00";47684;37961
